id, TITLE, UNIF TITLE, AUTHOR, ISBN/ISSN, LOCATIONS, SHELF INFO, IMPRINT, EDITION, SUBJECT, NOTE, SERIES, DESCRIPT, ALT TITLE, ALT AUTHOR
"187","The year we disappeared [compact disc] / by Cylin Busby and John; Busby.","","Busby, Cylin.","9781936223091.","Public Library TEEN (1st floor)","","[S.l.] : Full Cast Audio, [2011]","Unabridged.","Compact discs.; Busby, Cylin.; Busby, John, 1942-; Police -- Violence against -- Massachusetts -- Falmouth -- Case; studies.; Fathers and daughters -- Massachusetts -- Falmouth -- Biography.; Busby, Cylin.; Busby, John, 1942-; Police -- Violence against -- Massachusetts -- Falmouth -- Case; studies.; Fathers and daughters -- Massachusetts -- Falmouth -- Biography.; Audiobooks. lcgft.","Title from web page.; Compact discs.; Duration: 6:00:00.; Cylin and John Busby share the challenges they faced after their; family was forced into hiding to protect themselves from a; killer who had already shot John, a police officer, and was; determined to finish the job.","","5 sound discs (6 hr.) : digital ; 4 3/4 in.","","Busby, John, 1942-"
"188","The all you can dream buffet : a novel / Barbara O'Neal.","","O'Neal, Barbara, 1959-","9780345536860 (pbk.)","Public Library","PubLib FICTION (1st flo FIC O'NEAL, B.","New York : Bantam Books Trade Paperbacks, [2014]","","Older women -- Fiction.; Bee culture -- Fiction.; Blogs -- Fiction.; Female friendship -- Fiction.; Organic farming -- Fiction.; Oregon -- Fiction.","""A Bantam Books Trade Paperback original""--Title page verso.; ""Popular blogger and foodie queen Lavender Wills reigns over; Lavender Honey Farms, a serene slice of organic heaven nestled; in Oregon wine country. Lavender is determined to keep her; legacy from falling into the profit-driven hands of uncaring; relatives, and she wants an heir to sustain her life's work; after she's gone. So she invites her three closest online; friends--fellow food bloggers, women of varied ages and; backgrounds--out to her farm. She hopes to choose one of them; to inherit it--but who?""--Page 4 of cover.","","380 pages : illustrations ; 21 cm.","",""
"189","An everlasting meal : cooking with economy and grace / Tamar; Adler.","","Adler, Tamar.","9781439181874.","Public Library","PubLib NONFICTION (2nd  641.5 A237","New York : Scribner, 2011.","1st Scribner hardcover ed.","Cooking.; Gastronomy.","""October 2011""--T.p. verso.; Includes index.; Tamar weaves philosophy and instruction into approachable lessons; on instinctive cooking. By wresting cooking from doctrine and; doldrums, Tamar encourages readers to begin from wherever they; are, with whatever they have.; Foreword / by Alice Waters -- Introduction: How to begin -- How; to boil water -- How to teach an egg to fly -- How to stride; ahead -- How to catch your tail -- How to paint without brushes; -- How to light a room -- How to have balance -- How to season; a salad -- How to live well -- How to make peace -- How to feel; powerful -- How to build a ship -- How to find a fortune -- How; to be tender -- How to fry the littlest fish -- How to snatch; victory from the jaws of defeat -- How to weather a storm --; How to have your day -- How to drink to saints -- How to end --; Appendix: Further fixes.","","xiii, 250 p. ; 24 cm.","Cooking with economy and grace.",""
"190","The minimalist cooks at home : recipes that give you more flavor; from fewer ingredients in less time / Mark Bittman.","","Bittman, Mark.","0767909267 : $26.00.","Public Library","PubLib NONFICTION (2nd  641.5 B624","New York : Broadway Books, c2002.","[Rev. ed.]","Cooking.; Quick and easy cooking.","Includes index.","","215 p. ; 24 cm.","",""
"191","The essential baker : the comprehensive guide to baking with; chocolate, fruit, nuts, spices, and other ingredients / Carole; Bloom.","","Bloom, Carole.","0764576453 (cloth)","Public Library","PubLib NONFICTION (2nd  641.815 B655","Hoboken, NJ : John Wiley & Sons, c2007.","","Baking.","Includes index.; Baking essentials -- Best baking practices -- Essential; ingredients -- Essential equipment and supplies -- Essential; techniques -- Essential baking language -- Fruit and vegetables; -- Stone fruit -- Apples, pears and quinces -- Citrus fruit --; Berries and grapes -- Tropical and exotic fruit -- Dried; fruit -- Vegetables -- Nuts and seeds -- Nuts -- Seeds --; Chocolate -- About chocolate -- Dark chocolate -- Milk; chocolate -- White chocolate -- Cocoa -- Specialty chocolate --; Dairy products -- Milk and cream -- Cheeses -- Spices and herbs; -- Spices -- Herbs -- Coffee, tea, liqueurs, and spirits --; Coffee -- Tea -- Liqueurs and spirits.","","x, 645 p., [8] p. of plates : col. ill. ; 24 cm.","",""
"192","Mindfulness [compact disc] : an eight-week plan for finding peace; in a frantic world / Mark Williams and Danny Penman ; foreword; written and read by Jon Kabat-Zinn.","","Williams, Mark.","9781427217165.","Public Library","PubLib BOOK ON CD (1st  616.8914 W7252","New York : Macmillan Audio, 2011.","Abridged.","Meditation -- Therapeutic use.; Mindfulness-based cognitive therapy -- Popular works.; Audiobooks. lcgft.; Compact discs.","Title from container.; Read by Mark Williams.; Compact discs.; Duration: 2:00:00.; Disc 2 is a bonus guided mediation CD.; From one of the leading thinkers on Mindfulness-Based Cognitive; Therapy, a pioneering set of simple practices to dissolve; anxiety, stress, exhaustion, and unhappiness. Everyday life is; so frantic and full of troubles that we have largely forgotten; how to live a joyful existence. We try so hard to be happy that; we often end up missing the most important parts of our lives.; In Mindfulness, Oxford professor Mark Williams and award-; winning journalist Danny Penman reveal the secrets to living a; happier and less anxious, stressful, and exhausting life. Based; on the techniques of Mindfulness-Based Cognitive Therapy, the; unique program developed by Williams and his colleagues, the; book offers simple and straightforward forms of mindfulness; meditation that can be done by anyone--and it can take just 10; to 20 minutes a day for the full benefits to be revealed.; CD1. Mindfulness -- CD2. Guided meditations.","","2 sound discs (120 min.) : digital ; 4 3/4 in.","","Penman, Danny, 1966-; Kabat-Zinn, Jon."
"193","How to meditate [compact disc] / with Pema Chödrön.","","Chödrön, Pema.","9781591797944.","Public Library","PubLib BOOK ON CD (1st  294.3 C548","Boulder, CO : Sounds True, c2007.","","Meditation -- Buddhism.; Awareness -- Religious aspects -- Buddhism.; Audiobooks. lcsh.; Compact discs.","Subtitle on container: A practical guide to making friends with; your mind.; Presented by Pema Chödrön.; Compact disc.; An introductory audio course on meditation presented by a Tibetan; Buddhist nun, emphasizing: the practice of mindfulness; the; importance of gentleness, patience, and humor; Shamantha (or; calm abiding), the art of stabilizing the mind to remain; present under any conditions; thoughts and emotions as ""sheer; delight"" in meditation.","","5 sound discs (5 hr., 45 min.) : digital ; 4 3/4 in.; 054500.","","Sounds True (Firm)"
"194","Guided meditations for self-healing [compact disc] / Jack; Kornfield.","","Kornfield, Jack, 1945-","9781604072020.","Public Library","PubLib BOOK ON CD (1st  294.3 K84","Boulder, CO : Sounds True, p2010.","","Meditation -- Buddhism.; Healing.; Vipasyan¯a (Buddhism); Audiobooks.; Compact discs.","Title from container.; Read by the author.; Music, Mark McCoin.; Compact disc.; Duration: 1:45:00.; Jack Kornfield guides listeners through meditations created; specifically to ease physical and emotional suffering and; activate a powerful capacity for restoring oneself to; wholeness. Listeners join this leading meditation teacher and; psychologist for a systematic teaching on the healing power of; attention, plus other essential practices.","","2 sound discs (1.75 hr.) : digital ; 4 3/4 in.","",""
"195","Heathers [DVD] / New World Pictures in association with; Cinemarque Entertainment ; director, Michael Lehmann ;; producer, Denise Di Novi ; written by Daniel Waters.","","","014381729221.","Public Library","PubLib DVD (1st floor)  FEATURE FILM","Chatsworth, Calif. : Image Entertainment, 2011.","Widescreen.","Comedy films. lcgft.; Dark comedy films. lcgft.; Teen films. lcgft.; Fiction films. lcgft.; Feature films. lcgft.; Cult Classic.; Award Winners.; Comedy.; DVD video discs.","DVD ; NTSC ; widescreen (aspect ratio: 1.78:1) ; Dolby Digital; 5.1.; Winona Ryder, Christian Slater, Shannen Doherty, Lisanne Falk,; Kim Walker, Penelope Milford.; Executive producer, Christopher Webster; director of photography,; Francis Kenny ; editor, Norman Hollyn ; music, David Newman.; Rating: R.; When two teens 'accidentally' begin murdering the most popular; kids in school, suicide suddenly becomes the 'in' thing to do.; Originally released as a motion picture in 1988.","","1 videodisc (106 min.) : sd., col. ; 4 3/4 in.","","Di Novi, Denise.; Waters, Daniel.; Falk, Lisanne.; Walker, Kim, 1968-2001.; Milford, Penelope.; Kenny, Francis.; Hollyn, Norman.; Newman, David, 1954-; Slater, Christian.; Ryder, Winona, 1971-; Labyorteaux, Patrick, 1965-; Doherty, Shannen.; Lehmann, Michael, 1957-; Image Entertainment (Firm); New World Pictures (Firm); Cinemarque Entertainment (Firm)"
"196","The amazing Spider-Man [DVD] / Columbia Pictures presents ;; directed by Marc Webb ; screenplay by James Vanderbilt and; Alvin Sargent and Steve Kloves ; story by James Vanderbilt ;; produced by Laura Ziskin, Avi Arad, Matt Tolmach ; a Marvel; Entertainment,  Laura Ziskin, Avi Arad, Matt Tolmach; production.","Amazing Spider-Man (Motion picture)","","043396409415.","Public Library","PubLib DVD (1st floor)  FEATURE FILM - A","Culver City, Calif. : Sony Pictures Home Entertainment, [c2012]","","DVD video discs.; Spider-Man (Fictitious character) -- Drama.; Heroes -- Drama.; Fathers and sons -- Drama.; Héroes -- Teatro. bidex.; Superhero films. lcgft.; Action and adventure films. lcgft.; Science fiction films. lcgft.; Fiction films. lcgft.; Feature films. lcgft.; Video recordings for the hearing impaired. lcgft.; Video recordings for people with visual disabilities. lcgft.; Feature films -- United States. local.","DVD, NTSC; anamorphic widescreen (2.40) presentation, described; video; Dolby Digital 5.1 (English, French or Spanish), Dolby; surround (English).; English, dubbed French or Spanish dialogue, described in English; for the visually handicapped; optional English, English SDH,; Spanish, or French subtitles.; Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary, Campbell; Scott, Irrfan Khan, Martin Sheen, Sally Field, Embeth Davidtz,; Chris Zylka.; Director of photography, John Schwartzman ; editors, Alan Edward; Bell, Pietro Scalia ; music, James Horner.; Based on the Marvel comic book by Stan Lee and Steve Ditko.; Videodisc release of the 2012 motion picture.; Special features: audio commentary with Marc Webb, Avi Arad and; Matt Tolmach; Andrew Garfield & Dr. Jane Aroonson for the; Worldwide Orphans Foundation; The Oscorp Archives, Production; Art Gallery; deleted scenes; A different fate; various stunt; rehearsals. Includes UltraViolet Digital Copy code.; Peter Parker finds a clue that might help him understand why his; parents disappeared when he was young. His path puts him on a; collision course with Dr. Curt Connors, his father's former; partner.; Rating: PG-13; for sequences of action and violence.","","1 videodisc (136 min.) : sd., col. ; 4 3/4 in.","Amazing SpiderMan.; SpiderMan.; Spider-Man.","Webb, Marc, director.; Vanderbilt, James, screenwriter.; Sargent, Alvin, screenwriter.; Kloves, Steven, screenwriter.; Ziskin, Laura, producer.; Arad, Avi, producer.; Tolmach, Matt, producer.; Garfield, Andrew, 1983- actor.; Stone, Emma, 1988- actor.; Ifans, Rhys, 1968- actor.; Leary, Denis, actor.; Scott, Campbell, actor.; Khan, Irrfan, 1962- actor.; Sheen, Martin, actor.; Field, Sally, actor.; Davidtz, Embeth, 1966- actor.; Zylka, Chris, 1985- actor.; Horner, James, composer (expression); Lee, Stan, 1922-; Ditko, Steve.; Columbia Pictures.; Marvel Entertainment, LLC.; Sony Pictures Home Entertainment (Firm)"
"197","Broadcast news [DVD] / Twentieth Century Fox ; a Gracie Films; production ; a film by James L. Brooks ; director of; photography, Michael Ballhaus ; co-producer, Penney Finkelman; Cox ; executive producer, Polly Platt ; written, directed, and; produced by James L. Brooks.","Broadcast news (Motion picture)","","086162128936.","Public Library","PubLib DVD (1st floor)  FEATURE FILM - B","Beverly Hills, CA : Twentieth Century Fox Home Entertainment,; c1999.","","Broadcast journalism -- Washington (D.C.) -- Drama.; Television journalists -- Washington (D.C.) -- Drama.; Women television producers and directors -- Washington (D.C.) --; Drama.; Triangles (Interpersonal relations) -- Drama.; Washington (D.C.) -- Drama.; Periodismo -- Washington (D.C.) -- Teatro. bidex.; Televisión -- Producción y dirección -- Teatro. bidex.; Relaciones humanas -- Teatro. bidex.; Comedy films.; Feature films.; Video recordings for the hearing impaired.; Comedy films. lcsh.; DVD video discs.","DVD, region 1, widescreen (1.85:1) presentation.; English Dolby surround 2.0, French mono 2.0 with optional; subtitles in English and Spanish; closed-captioned.; William Hurt, Albert Brooks, Holly Hunter, Robert Prosky, Lois; Chiles, Joan Cusack, Jack Nicholson.; Costume designer, Molly Maginnis ; music, Bill Conti ; casting,; Ellen Chenoweth ; editor, Richard Marks ; production designer,; Charles Rosen.; Originally released as a motion picture in 1987.; MPAA rating: R.; Romantic triangle set in the world of television news. Tom; Grunick is the perfect modern anchorman. He's got the smooth; charm and handsome good looks that America loves. Jane Craig is; the brilliant hot-shot producer, committed to fighting the; trend toward flashy, style-over-substance ""personality"" news,; whose job it now is to make Tom look like a newsman. Aaron; Altman is the dedicated reporter, utterly devoid of on-camera; charisma, who's jealous and resentful of Tom's instant success; both on camera with the public and off camera with Jane.; Special features: scene selection ; original theatrical trailer.","Staff Movie Pick.","1 videodisc (132 min.) : sd., col. ; 4 3/4 in.","","Brooks, James L.; Ballhaus, Michael, 1935-; Cox, Penney Finkelman.; Platt, Polly.; Hurt, William.; Brooks, Albert, 1947-; Hunter, Holly, 1958-; Prosky, Robert, 1930-2008.; Chiles, Lois, 1947-; Cusack, Joan, 1962-; Nicholson, Jack.; Conti, Bill.; Twentieth Century-Fox Film Corporation.; Gracie Films.; Twentieth Century Fox Home Entertainment, Inc."
